name,age,nationality,sail_no,pwa_url,current_sponsors,pwa_yob
Everon (Tonky) Frans,42.0,Dutch ,NB-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=338&cHash=6bf90055273ae81fbff36c12cee663e7,,1983.0
Yolanda Freites de Brendt,48.0,Venezuelan ,V-26,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=666&cHash=3f5628030f39030f39dd2fd003255513,"Duotone, Fanatic, ION, Dwarf8, Giornieyewear, Windsurflabor",1977.0
Mike Friedl (sr),58.0,Austrian ,E-714,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2212&cHash=f6e639052fc0ebd0223c3b2a3434ebe1,"Quatro International, Goya Windsurfing",1967.0
Michael René Friedl Morales,22.0,Spanish ,E-255,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1888&cHash=b4215b047e084959e2eac77e36c55428,"Quatro International, Goya Windsurfing, Pons Training, Pozowinds, Seven Island Film",2003.0
Ryosuke Fukui,,Japanese ,J-394,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1916&cHash=9d4ae5378d2a3787b974da1772524a9b,"Naish Boards, Naish Sails",
Masako Fukuzono,59.0,Japanese ,JPN-725,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1716&cHash=74aace81830379c9c240827a613b543a,"Starboard, Severne Windsurfing",1966.0
Stefania Fumagalli,32.0,Italian ,ITA-221,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1684&cHash=f108dbba5b9e8d507469b825bb5dc720,"JP, NeilPryde, Taurus sport",1993.0
Jordi Garcia,,Spanish ,ESP-86,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1723&cHash=b73cc96e2513115d5330d97f43bd8b3c,Asociación Española de Funboard (AEF),
Raimondo Gasperini,,Italian ,I-157,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=196&cHash=984348e967d6f117e63864bd84ab7140,"Starboard, Severne Windsurfing, Danilo Lanteri Fins, AL360, Vissla, MaverX Masts, Rad",
Jacopo Gavioli,20.0,Italian ,ITA-345,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1943&cHash=9d9a8e2166535ccc3a3527e4a2984c1f,"JP Australia, NeilPryde, AL360",2005.0
Naama Gazit,,Israeli ,ISR-83,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1963&cHash=561c4318ba6369b2250ccd1851e31b86,,
Armand Genevois,,French ,FRA-1111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1851&cHash=4d13231a8b6629279fc7235d0625887e,"Starboard, S2Maui",
Mathias Genkel,40.0,German ,G-984,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1338&cHash=11fca49bca254aa0f6f037e619b478fd,"JP Australia, Sailloft Hamburg, Prolimit, Maui Ultra Fins",1985.0
Tim Gerdes,23.0,Dutch ,H-60,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2195&cHash=66b3b1c27c75a41cbcb8bce8f3a20ddb,"Severne Windsurfing, Chopper Fins, Zeil & Surfcentrum Brouwersdam",2002.0
Titouan Gernolle,21.0,French ,FRA-152,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2182&cHash=c68489ee4e5a10205384f3f5beaa5191,"Patrik Boards, Patrik Sails",2004.0
Linoy Geva,,Andorran ,isr-44,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1969&cHash=df932354a8d649dd9e8dfbf6cb4c3980,,
Jamie Gibbs,,British ,PWA-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1824&cHash=cd7d028ba58ca46199cea8ba2827e0bb,Starboard,
Jenna Gibson,27.0,British ,GBR-96,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1735&cHash=248080f03af8e4ce3e91b3c15f6808f8,"Duotone, K4 Fins",1998.0
Milan Gielingh,29.0,Dutch ,CUR-28,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1523&cHash=7d2e692a969da8345b65b76ef9a86170,"Angulo, Tribal Windsurfing, O'Neill",1996.0
Marino Gil Gherardi,22.0,Spanish ,E-959,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1730&cHash=ac42c437a3045775c9397e3100a28685,"JP, NeilPryde, Pozowinds, MFC",2003.0
Laurent Giovannelli,51.0,French ,NC-888,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1560&cHash=6e45daf66c1b42da1929d271788e7a03,"Starboard, Diabolo Funboard",1974.0
Nikola Girke,47.0,Canadian ,CAN-17,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2236&cHash=1dad6464aa427e9118324fae206ebeea,,1978.0
Hannes Gobisch,,German ,G-801,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2179&cHash=435e2ecf3c23a0533a6ab84768751a70,Duotone,
Akinori Goshi,51.0,Japanese ,JPN-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=198&cHash=c5ee95fde0ae973788aba2e0b8c1c85a,"I-99, Point-7, CitricAmino, Tokai University, Scosche, Mystic",1974.0
Hiroyuki Gotan,59.0,Japanese ,J-850,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1778&cHash=5a39c07963e713982a800d24abc2a941,"Future Fly Boards, Point-7",1966.0
Francisco Goya,54.0,Argentinian ,A-211,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=70&cHash=89645b38279803ff51ae6098831a1881,"Goya Windsurfing, Goya Windsurfing, O Neill Clothing, MFC",1971.0
Thomas Goyard,33.0,French ,FRA-03,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1536&cHash=733fed33272a7e153c729ef349a19f28,"Patrik Boards, Patrik Sails, Patrik Foils",1992.0
Nicolas Goyard,29.0,French ,F-465,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1538&cHash=22273c8ba1c2d82f236ddda1246d110b,"Phanton Boards, Phantom Sails, Gasoil Fins, Mystic, Phantom Foils",1996.0
Alexandre Grand-Guillot,27.0,French ,F-585,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1510&cHash=09cfa12a4bfd48ab0fc772e409b8c678,"Starboard, Loftsails",1998.0
Lilou Granier,24.0,French ,NC-1208,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1651&cHash=0388e875f782456719e2cbd355930081,"Starboard, Phantom Sails",2001.0
Sam Green,30.0,Australian ,AUS-533,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1664&cHash=5411b409f8e4793fb4c7a5f03540e546,"Venti 20, Club Vass, The Yeti Shop, Boardwise",1995.0
George Grisley,26.0,British ,K-468,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2118&cHash=56d0facf9c795f4c15233730ec3d9daa,Duotone,1999.0
Logan Groenne,30.0,Belgian ,B-292,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1816&cHash=d1a732a082c4db1ed3993333de955426,Goya Windsurfing,1995.0
Kevin Grosjean,,French ,F-849,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1844&cHash=bd33f28df37d751456209d68bd95d731,"Fanatic, Duotone",
Diony Guadagnino,42.0,Venezuelan ,V-69,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=78&cHash=94386e3060108ebbacad7a2078158c85,"AHD, Loftsails, Unifiber, Movimiento Ilícito, MFC, AFS2 Foils, Psychodelicco Water Wear, Psychosurf Sun block, Foil & Co",1983.0
Colette Guadagnino,44.0,Venezuelan ,V-711,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=102&cHash=5c592cd447fd400001e9fa9c8ea72ace,"JP, NeilPryde, Adventure Sports Miami",1981.0
Baptiste Gueguen,,French ,FRA-904,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1850&cHash=d394f1ab608367f523a70b0dd674e2af,"AHD, Challenger Sails",
Maëlle Guilbaud,28.0,French ,FRA-551,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1632&cHash=94485ffb85faadf83788a33866099cd3,"Patrik Boards, Loftsails, Nautix, Select Fins",1997.0
Boujmaa Guilloul,40.0,Moroccan ,M-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=635&cHash=371080b9fe72e9dda19bf9b30a0d5852,"Goya Windsurfing, Goya Windsurfing, Mystic, Rockstar Energy Drink, MFC, Shamal Sunglasses",1985.0
Lucas Guiraud,32.0,French ,F-820,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1930&cHash=16658dfb1176dc6ba0e359e83fa6634a,"Tabou Boards, GA Sails, LokeFoil, Sooruz, Mistral",1993.0
Akan Guven,35.0,Turkish ,TUR-767,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1908&cHash=d5ec597247ed3400420c17058680b2a2,"Starboard, NeilPryde",1990.0
Sebastian Gux,26.0,German ,G-177,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2189&cHash=5b0b15e553cb2a599181ba386e803650,"Tabou Boards, GA Sails, Maui Ultra Fins",1999.0
Fred Guyot,,French ,NC-81,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1922&cHash=5423dacb17eaced65c77afc327018ccb,,
Tapu-Ata Guyot,30.0,Tahitian ,TAH-253,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1754&cHash=f0dd592dbd247809280d3bd2728975f9,"Starboard, NeilPryde",1995.0
Gustav Haggstrom,29.0,Swedish ,S-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1380&cHash=ab9cf2c234301e6009124354c5970777,"Simmer Style, Surfers Paradise",1996.0
Pascal Hardy,54.0,Canadian ,KC-991,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1711&cHash=54dd865daf74c2a0fdbfaa2181097c65,Sailworks,1971.0
Nigel Hart,25.0,Caribbean ,NB-65,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2137&cHash=49a24136dac32d0f236c1bda76c84231,"Point 7, Future Fly Boards",2000.0
Hiroshi Hasegawa,,Japanese ,JPN-127,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1592&cHash=a0d34eda6ffc8e44ffaa1eac96c5852b,S2Maui,
Atsushi Hasegawa,42.0,Japanese ,JPN-12,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1599&cHash=5ec1ab768449248509f7619310c04407,"Patrik Boards, Duotone, Tears, MRC",1983.0
Hiroshi Hashimoto,29.0,Japanese ,J-299,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1818&cHash=5ead3c50210ce0c1ba4fa461f3a08b1a,"RRD, On's, ION, Aeron",1996.0
Andrea Hausberg,45.0,German ,G-212,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=56&cHash=5b28db5fd6425084fafc13012c35ef32,"Exocet, Arrows, Alien Riders",1980.0
Casey Hauser,38.0,American ,US-634,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1472&cHash=c801152b9ab91ddd81f9ab1be055b169,"Goya Windsurfing, Dakine, MFC, Xensr",1987.0
Sarah Hauser,35.0,French ,NC-6,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1527&cHash=4ee9fa71c39b9e8273fd987a2ce15184,"Quatro International, Goya Windsurfing, Streamlined, Dakine, MFC",1990.0
Ezri Heijmans,31.0,Dutch ,NB-109,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1312&cHash=4426eb044dc766b51da85f8f25de102d,,1994.0
Benjamin Hergott,,French ,NC-01,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1928&cHash=301a73be2bea8c90406a6009778cc074,,
Lucie Hervoche,29.0,French ,F-42,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1531&cHash=dadd0101ff940345a0079a8ea361dd8e,Loftsails,1996.0
Koen Hessels,20.0,Dutch ,NED-88,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2075&cHash=be47b9c44141cdecfc6a9b1bf26a3e93,,2005.0
Lolas Heuze,23.0,New Caledonian ,FRA-1112,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1760&cHash=6e11474e3a25ff8b5db54ef879fa93f8,Fanatic,2002.0
Nic Hibdige,29.0,British ,K-700,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1443&cHash=ac79023e4925501e2e56bc15e049f7ad,"Tabou Boards, GA Sails, K4 Fins, Dakine",1996.0
Sarah Hilder,38.0,British ,K-349,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1306&cHash=a84523c585accbb4383e14aed316dc22,"Simmer Style, K4 Fins, Pura Vida Boardriders, C-Skins Wetsuits, No Limitz",1987.0
Masao Hirota,,Japanese ,J-11,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1669&cHash=d35411d135fdc253e22610aeb8b23af8,,
Ulrike Hölzl,50.0,Austrian ,AT-123,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=116&cHash=863ea098be65f408775f9945e5c336bc,"Goya Windsurfing, Camaro Wetsuits, Dakine",1975.0
Fabienne Hoogendam,23.0,Dutch ,NED-223,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1899&cHash=53faf2d04d4d7c43bf07ef2a6f2bade2,"Patrik Boards, Patrik Sails, Sonntag Fins",2002.0
Max Horchgrassl,26.0,Spanish ,E-50,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1886&cHash=bb411c40eb2db2a0a013879ce6a3e735,"Severne Windsurfing, Mystic",1999.0
Phil Horrocks,47.0,British ,K-303,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=592&cHash=db487dbc0c3c04f9be75889309dea958,FPmailing,1978.0
Jamie Howard,28.0,British ,K-582,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1601&cHash=29b3bfae53a039a275e516c3565b074b,"F2, Club Vass, Dakine, Bawbags",1997.0
Tatiana Howard,38.0,American ,US-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=602&cHash=113f101865bc78caa82a45f761e8d4d3,"Quatro International, Goya Windsurfing, Dakine",1987.0
Nicolas Huguet,48.0,French ,FRA-8,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1874&cHash=62ee67c1e126d62728093c7be5436e7b,"Starboard, Severne Windsurfing",1977.0
Marine Hunter,32.0,French ,FRA-181,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1532&cHash=b21e14e233ce72b0873531037a938a4a,"Quatro International, Tribal Windsurfing, Voiles de Seine, Décathlon Wagram, Marine Stewardship Council France, Boulogne-Billancourt, ACBB muscu-wellness, Batucada Fashion, La Lunette Jaune Opticien",1993.0
William Huppert,30.0,French ,FRA-330,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1537&cHash=1f8179f4f9242107450efcca0c87cb07,"Patrik Boards, Patrik Sails",1995.0
Maaike Huvermann,27.0,Dutch ,NED-108,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1434&cHash=7c64949dc0f7ff2c5aae4dc58d4a7c57,"Severne Windsurfing, Severne Windsurfing, Zeil & Surfcentrum Brouwersdam, Prolimit",1998.0
Matteo Iachino,35.0,Italian ,ITA-140,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1092&cHash=7925b1b17ecc04a7937044ffcebb100e,"Starboard, Severne Windsurfing, ZFoils, Prolimit",1990.0
Kensei Ikeda,,Japanese ,JPN-5,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2036&cHash=a0b9df7089d0c05a1f2e31eda6b082b9,,
Kango Iketeru,24.0,Japanese ,J-812,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2192&cHash=0efdd3a9fc80df07611361747ea94dca,"JP Australia, NeilPryde",2001.0
Daisuke Ikoma,46.0,Japanese ,JPN-21,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1157&cHash=bdf168a471ac317b2010558833271f9e,"RRD, NeilPryde, Breaker Out, SevenSeas Windsurfing School",1979.0
Hiroyuki Ikuta,45.0,Japanese ,JPN-1919,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2229&cHash=eddc5dc9874acf0d49c16a87466a05db,"FMX Racing, S2Maui",1980.0
Irfan Celikay,,Turkish ,TUR-172,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1751&cHash=3f24c22a1cdaf2cabd3f4ba5adfbd9fd,,
Mateus Isaac,31.0,Brazilian ,BRA-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1482&cHash=19b1caaa7e152b1e34a42e9bbb946a03,"Severne Windsurfing, Severne Windsurfing",1994.0
Megumi Iseda,37.0,Japanese ,JPN-35,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2041&cHash=f9a9a47ed471063b7f54db4d3e29a1e7,,1988.0
Kazuki Ishihara,,Andorran ,IWT-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1919&cHash=e11fb5bc3e10bb814d9af7c39f56537b,,
Takara Ishii,24.0,Japanese ,J-20,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1800&cHash=38248b9c0def4abdb00849d2526d99f3,"Goya Windsurfing, Goya Windsurfing, Spy sunglasses, Overboard, Waxx, K4 Fins",2001.0
Yuka Ishii,44.0,Japanese ,JPN-774,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1862&cHash=1c56de18eb0c865dd347a82fc22e5a18,"Starboard, NeilPryde",1981.0
Hayata Ishii,,Japanese ,J-27,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2018&cHash=8422b5cd24fbf0d8777d196f0eefabec,RRD,
Yoshie Ishinoda,60.0,Japanese ,JPN-91,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1718&cHash=454a3a021ffec3dd635715cb44e8b81d,MauiSails,1965.0
Norihiro Izugami,53.0,Japanese ,JPN-24,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1773&cHash=dc9930aa96a6117d349a9d22085fd132,"Starboard, Severne Windsurfing",1972.0
Sarah Jackson,27.0,British ,GBR-71,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1736&cHash=0bd53b6822f6946e349f4f8d70cf01cb,"Duotone, Boardwise, F4 Foils, COROS, ION",1998.0
Basile Jacquin,26.0,French ,NC-498,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1563&cHash=781959428b0408b4b208c99047bc4f78,"FMX Racing, Point-7, Sooruz, Phantom Foils",1999.0
Hippolyte Jacquin,21.0,French ,FRA-491,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1766&cHash=f34d29845dfc09d040123fbcce236231,"RRD, Point-7",2004.0
Karin Jaggi,53.0,Swiss ,SUI-14,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=52&cHash=247d8f5a33fb59f147e2fcb94061642e,"Patrik Boards, Severne Windsurfing, Spinout, TWB, O Neill Clothing, Mb-Fins",1972.0
Danni Bay Jakobsen,33.0,Danish ,DEN-64,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1336&cHash=4a31a29aad82b3e1adc63b1e1a27b1c1,"Starboard, Loftsails, Surfers Cup Jibe Clinic",1992.0
Leon Jamaer,35.0,German ,G-208,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1082&cHash=2f833ef2a24f49f4dacd6dcbe990215c,"Flikka, GUNSAILS, NeilPryde Wetsuits",1990.0
Thais Jarrige,24.0,French ,FRA-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1933&cHash=78355d3b50ef153a2ff30d3884ec2a4a,,2001.0
Rytis Jasiunas,30.0,Lithuanian ,LTU-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1841&cHash=7fd69390e7a21b94db93dc3c1878de41,"Challenger Sails, Future Fly Boards",1995.0
Rick Jendrusch,30.0,Dutch ,H-120,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1244&cHash=9832a79447491082343c451966950764,"Severne Windsurfing, Zeil & Surfcentrum Brouwersdam, Brunotti Sportswear",1995.0
Mads Jepsen,27.0,Danish ,DEN-15,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1628&cHash=7cb8c78e93de8d0881085a9262f4b666,"Fanatic, Duotone",1998.0
Xavier Joly,,French ,Fra-767,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1833&cHash=96d215d0ecb6c1ef336ff4f7c9579177,"Simmer Style, S2Maui, Starboard",
Eliot Joly,19.0,French ,FRA-902,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2204&cHash=9cf7b20275782292d6f632d70cc6a7ae,"Starboard, Severne Windsurfing",2006.0
Ludovic Jossin,48.0,French ,E-12,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=320&cHash=5867df1a84600f0b905138c1aa6e325e,"Patrik Boards, Sailloft Hamburg, Sooruz, Chopper Fins",1977.0
Matko Jovanovic,,Croatian ,CRO-90,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1941&cHash=0e1e9490a1afda54956b67cff619a2ee,"Fanatic, Duotone",
Camille Juban,34.0,French ,GPE-8,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=933&cHash=b2d0313a64d832469e20922f4690f5ea,"AV Boards, S2Maui, Oxbow, Long Horn, Dakine, MFC",1991.0
Tuesday-Lou Judd,25.0,French ,FRA-985,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1652&cHash=203cc91f4ebc74ef1e0dfdb59a318280,"Patrik Boards, Phantom Sails, LTN",2000.0
Lohan Jules,23.0,French ,FRA-1052,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1831&cHash=853a39bb49a15c14c3dc8798829efc36,"Future Fly Boards, S2Maui, GRAND PORT MARITIME DE GUADELOUPE, GRANDS MOULINS DES ANTILLES, AXE, MIDAS, MOTUL, ISUZU DEMAX, Phantom Foils",2002.0
Florian Jung,41.0,German ,G-21,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=664&cHash=844e7b0c14591d1e041661c2d35b14ab,"Starboard, GUNSAILS, Surf Action Company, Dakine, Maui Ultra Fins",1984.0
Ales Kaczur,20.0,Czech Republic ,CZE-724,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2027&cHash=686cf46d6b744da3300eb431670850ef,,2005.0
Mika Kafri,,Israeli ,ISR-365,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1966&cHash=f17f82cf621cb08949db55ee5c93ed3f,,
Yancy Kaibigan,29.0,Philippino ,PHI-420,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1770&cHash=c4e0c6d934b51ec36a0f54e0edd740d7,,1996.0
John Kaju,33.0,Estonian ,EST-24,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1876&cHash=3118dac5b181ef76dbcea94ed25c4f3c,"Future Fly Boards, GA Sails",1992.0
Kouichiro Kaku,55.0,Japanese ,JPN-28,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1106&cHash=c70836bd369e704b3d52eedfd6617535,"Starboard, Severne Windsurfing, MRC, Prolimit",1970.0
Souta Kanagami,22.0,Japanese ,JPN-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1866&cHash=2c1a002e88f6aeb36cf94f20bcbf8b89,"Tabou Boards, GA Sails",2003.0
Koji Kano,38.0,Japanese ,JPN-63,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1094&cHash=679f88b240aa80e866996203d04138ef,"JP, NeilPryde, Prolimit, Brunotti Sportswear, AZEST-GROUP, CoZY windsurf",1987.0
Kai Katchadourian,54.0,American ,US-33,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=71&cHash=c0b496eb099cc32c6e0aaaf144f0aef9,"Simmer Style, Rocket Shells, Dakine",1971.0
Iwasaki Katsuro,58.0,Japanese ,JPN-52,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2232&cHash=4f397d7b3e82888b9cff05d0bbddaba2,"Starboard, Liberty",1967.0
Pauline Katz,34.0,Swiss ,SUI-678,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1997&cHash=87fbf994aec523c1b9d9c89b01058938,Severne Windsurfing,1991.0
Urska Kavcic Desnica,,Croatian ,CRO-51,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1953&cHash=bb8b55db7e2120b4de7a4f885c2bd07c,,
Chan Kei Yuen,43.0,Hong Kong ,HKG-4002,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2143&cHash=66e5d9c30c8cb07555410eb34d4e1317,,1982.0
